,Job Title,Company,location,site,jobtype,health_insurance,Dental_insurance,years of experience,salary,benefits_401k,stocks,date_posted,Unnamed: 0,lower_limit_salary,upper_limit_salary
0,Quantitative Analyst,American Century Investments,Santa Clara,LinkedIn,Full-time,0,0,0,"[259200, 316800]",0,1,3,,259200,316800.0
1,"Quantitative Marketing Analyst, Google, Search Marketing",Google,Mountain View,LinkedIn,Full-time,1,0,0,"[87000, 128000]",0,1,10,,87000,128000.0
2,Quant Analyst,"Software Guidance & Assistance, Inc. (SGA, Inc.)",San Jose,LinkedIn,Full-time,0,0,3,"[96000, 109440]",0,1,23,,96000,109440.0
3,Quantitative Researcher,MSCI Inc.,Berkeley,Glassdoor,Full-time,1,0,0,"[149000, 194000]",1,1,5,,149000,194000.0
4,Associate Quantitative Analytics and Forecasting Director,Exelixis,Alameda,LinkedIn,Full-time,1,1,7,"[171000, 243000]",1,1,2,,171000,243000.0
5,Quantitative Research Analyst,Charles Schwab,San Francisco,BrokerHunter,Full-time,1,1,5,"[0, 0]",1,1,16,,0,0.0
6,Quantitative Analyst (Staff / Sr Staff) - Power Markets,Equilibrium Energy,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,1,1,6,"[0, 0]",1,1,30,,0,0.0
7,Quantitative Analyst - Model Validation,Insight Global,San Francisco,Insight Global,Full-time and Contractor,0,0,0,"[0, 0]",1,1,30,,0,0.0
8,Quantitative Analyst,AVA ROAD,San Francisco,Indeed,Full-time,1,1,0,"[0, 0]",1,0,30,,0,0.0
9,Senior Quantitative Analyst,Unreal Gigs,San Francisco,JobServe,Full-time,1,1,5,"[150000, 200000]",1,0,6,,150000,200000.0
10,Principal Quantitative Analyst,Pacific Gas and Electric,Oakland,JobzMall,Full-time,0,0,0,"[147000, 189000]",0,0,30,,147000,189000.0
11,Quantitative analyst,Unreal Gigs,San Francisco,Talent.com,Full-time,1,1,8,"[170000, 230000]",1,1,15,,170000,230000.0
12,Lead Quantitative Risk Analyst,Earnest,Anywhere • via LinkedIn,LinkedIn,Full-time,1,1,6,"[191000, 216000]",1,1,16,,191000,216000.0
13,"Analyst, Quantitative Data Operations",Fidelity Investments,San Francisco,JobzMall,Full-time,0,0,0,"[85000, 125000]",1,1,30,,85000,125000.0
14,Quantitative Trader,Protogon Research,Menlo Park,Glassdoor,Full-time,1,1,0,"[0, 0]",0,0,5,,0,0.0
15,Junior Quantitative Trader,Radley James,San Francisco,LinkedIn,Full-time,1,1,0,"[0, 0]",0,0,6,,0,0.0
16,"Associate, Quantitative Researcher",BlackRock,Palo Alto,JobzMall,Full-time,0,0,0,"[120000, 160000]",1,1,30,,120000,160000.0
17,Quantitative Analyst,Verse Inc.,San Francisco,Job Board,Full-time,1,1,3,"[0, 0]",1,1,30,,0,0.0
18,Quantitative Researcher,American Century Investments,Santa Clara,LinkedIn,Full-time,0,0,5,"[120000, 140000]",1,1,10,,120000,140000.0
19,Senior Quantitative Analyst (Price Optimization and Yield Management),Direct Staffing Inc,San Ramon,Smart Recruiters Jobs,Full-time,0,0,6,"[0, 0]",0,1,30,,0,0.0
20,Quantitative Risk Analyst Intern,First Citizens Bank,California • via First Citizens Careers - First Citizens Bank,First Citizens Careers - First Citizens Bank,Full-time,1,0,1,"[42240, 65280]",0,0,3,,42240,65280.0
21,"Lead Analyst, Data Management & Quantitative Analysis",BNY Mellon,San Francisco,The Muse,Full-time,0,0,0,"[81328, 170000]",0,0,30,,81328,170000.0
22,Quant developer,Bloomberg,San Francisco,Talent.com,Full-time,0,0,3,"[0, 0]",0,1,2,,0,0.0
23,Quantitative Analytics Manager,Affirm,Anywhere • via LinkedIn,LinkedIn,Full-time,1,1,7,"[205000, 205000]",0,1,9,,205000,205000.0
24,Lead Quantitative Analyst,Unreal Gigs,San Francisco,Jooble,Full-time,1,1,8,"[170000, 230000]",0,1,4,,170000,230000.0
25,Quantitative Business Analyst,Apple,Cupertino,JobzMall,Full-time,0,0,0,"[110000, 135000]",0,0,30,,110000,135000.0
26,Senior Quantitative Analyst,Unreal Gigs,San Francisco,Jooble,Full-time,1,1,5,"[150000, 200000]",1,0,30,,150000,200000.0
27,AI Quantitative Strategist,WorldQuant,San Francisco,LinkedIn,Full-time,1,1,2,"[150000, 200000]",1,0,8,,150000,200000.0
28,Quantitative Revenue Analyst,YouTube,San Bruno,JobzMall,Full-time and Part-time,0,0,0,"[148000, 169000]",1,0,30,,148000,169000.0
29,Principle Associate - Quantitative Analyst,Karkidi,San Francisco,Ladders,Full-time,0,0,0,"[0, 0]",0,0,9,,0,0.0
30,Retirement Solutions Researcher - Actuarial and Quantitative Finance,Blackrock,San Francisco,Get.It,Full-time and Contractor,1,0,5,"[148000, 210000]",0,0,8,,148000,210000.0
31,Policy Analyst: Quantitative | Stanford University,Stanford University,Stanford,Jooble,Full-time,1,0,2,"[76000, 95000]",0,0,24,,76000,95000.0
32,Senior Quantitative Developer - BQuant Research Platform,Bloomberg,San Francisco,Indeed,Full-time,0,0,4,"[0, 0]",0,0,30,,0,0.0
33,Quantitative Revenue Analyst,YouTube,San Bruno,JobzMall,Full-time,0,0,0,"[63000, 72000]",0,0,30,,63000,72000.0
34,Financial Analyst,Robert Half,Berkeley,Robert Half,Full-time,0,0,0,"[75000, 80000]",0,0,18,,75000,80000.0
35,"Director, Quant Development",Fidelity Investments,San Francisco,JobzMall,Full-time,0,0,0,"[180000, 250000]",0,1,30,,180000,250000.0
36,Quantitative Developer,Point72,San Francisco,LinkedIn,Full-time,1,0,0,"[150000, 250000]",0,1,16,,150000,250000.0
37,Associate Quantitative Analytics & Forecasting Director,Exelixis,Oakland,Learn4Good,Full-time,0,0,7,"[151000, 214000]",0,1,3,,151000,214000.0
38,Senior Quantitative Analytics Associate,JPMorgan Chase & Co.,California • via Recruit.net,Recruit.net,Full-time,1,1,0,"[0, 0]",1,1,3,,0,0.0
39,"Director, Quant Research Platform Engineering (PL)",Jobs via eFinancialCareers,San Francisco,LinkedIn,Contractor,1,1,8,"[0, 0]",1,1,23,,0,0.0
40,Crypto investment analyst jobs,Google,Mountain View,Coyodywoodcraft.com,Full-time,0,0,0,"[76800, 76800]",1,1,4,,76800,76800.0
41,Book Portfolio Manager,WorldQuant,San Francisco,LinkedIn,Full-time,1,1,2,"[150000, 200000]",1,0,20,,150000,200000.0
42,"Analysis & Modeling Risk Analyst, Expert",PG&E Corporation,Auburn,Glassdoor,Full-time,0,0,0,"[116000, 194000]",1,0,27,,116000,194000.0
43,Financial Analyst,NuFarm,West Sacramento,Indeed,Full-time,0,0,0,"[70000, 110000]",1,0,30,,70000,110000.0
44,Quantitative Research Analyst,Charles Schwab,San Francisco,BrokerHunter,Full-time,1,1,5,"[0, 0]",1,1,16,,0,0.0
45,"Associate, Quantitative Researcher",BlackRock,San Francisco,JobzMall,Full-time,0,0,0,"[150000, 250000]",1,1,30,,150000,250000.0
46,Quantitative Researcher,"US Tech Solutions, Inc.",San Francisco,ZipRecruiter,Full-time,0,0,3,"[0, 0]",0,0,30,,0,0.0
47,"Staff Quantitative Product Researcher, Shopping",Pinterest,Anywhere • via Indeed,Indeed,Full-time,0,0,5,"[288000, 278]",1,1,30,,288000,278.0
48,"Director, Quant Research Platform Engineering (PL)",Jobs via eFinancialCareers,San Francisco,LinkedIn,Full-time,1,1,8,"[0, 0]",1,1,23,,0,0.0
49,Quantitative Researcher (Data Scientist),Sud Recruiting,United States • via LinkedIn,LinkedIn,Full-time,0,0,0,"[0, 0]",1,1,1,,0,0.0
50,ML Quantitative Researcher,Algo Capital Group,United States • via LinkedIn,LinkedIn,Full-time,0,0,0,"[0, 0]",0,0,14,,0,0.0
51,Senior Quantitative Researcher - Brand & Reputation,Netflix,Los Angeles,JobzMall,Full-time,0,0,0,"[116000, 165000]",0,0,30,,116000,165000.0
52,Quantitative Researcher - 2025 PhD Intern (Europe),Citadel,United States • via Citadel,Citadel,Internship,0,0,0,"[0, 0]",0,0,10,,0,0.0
53,Senior Quantitative Researcher - Futures,Algo Capital Group,United States • via LinkedIn,LinkedIn,Full-time,0,0,0,"[450, 750]",0,0,14,,450,750.0
54,"Associate, Quantitative Researcher",BlackRock,Los Angeles,JobzMall,Full-time,0,0,0,"[98000, 125000]",0,0,30,,98000,125000.0
55,Lead Quantitative Researcher - Options,Algo Capital Group,United States • via LinkedIn,LinkedIn,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
56,Quantitative Researcher (Open/Close Auctions Strategy),Stabile Search,United States • via LinkedIn,LinkedIn,Full-time,1,1,0,"[500000, 800000]",0,0,1,,0,0.0
57,Quantitative Researcher with QResearch Software Expertise,Upwork,Anywhere • via Upwork,Upwork,Contractor,0,0,0,"[28800, 76800]",0,0,5,,28800,76800.0
58,Quant Researcher; Systematic Equities,Selby Jennings,Austin,Selby Jennings,Full-time,1,1,2,"[0, 0]",0,0,3,,0,0.0
59,Quantitative Research - Global Clearing - Associate,JPMorganChase,United States • via Glassdoor,Glassdoor,Full-time,1,1,0,"[95000, 125000]",0,0,11,,95000,125000.0
60,Quantitative Researcher,WorldQuant,New Orleans,Greenhouse,Full-time,0,0,0,"[0, 0]",0,1,30,,0,0.0
61,Quantitative Researcher - Chicago based Hedge Fund,"J Harlan Group, LLC",Chicago,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,1,12,,0,0.0
62,Systematic Credit Quantitative Researcher,GQR,New York,GQR,Full-time,1,0,3,"[200000, 270000]",0,1,30,,200000,270000.0
63,Quantitative Research Analyst,Capital Group Companies,London,Glassdoor,Full-time,1,0,1,"[0, 0]",1,1,9,,0,0.0
64,"Quantitative Research Analyst - Jersey City, NJ",Stevens Capital Management LP,Jersey City,ZipRecruiter,Full-time,1,1,0,"[150000, 300000]",1,1,30,,150000,300000.0
65,MLRC Quantitative Research Director,University of Wisconsin-Madison,Madison,Chronicle Of Higher Education,Full-time,0,0,0,"[100000, 100000]",1,1,30,,100000,100000.0
66,Quantitative Research Credit,Selby Jennings,New York,Selby Jennings,Full-time,0,0,5,"[0, 0]",0,1,9,,0,0.0
67,Quantitative Researcher (Power),Comity,New York,ClimateTechList,Full-time,0,0,3,"[268800, 345600]",0,0,1,,268800,345600.0
68,Quant Researcher/Trader,Radley James,United States • via LinkedIn,LinkedIn,Full-time,0,0,0,"[350000, 950000]",0,0,5,,0,0.0
69,Systematic Quant Research Analyst,PIMCO,Newport Beach,Indeed,Full-time,0,0,3,"[165000, 225000]",1,1,30,,165000,225000.0
70,Sr. Quantitative Survey Researcher,Gartner,United States • via Adzuna,Adzuna,Full-time,1,0,0,"[7200, 7200]",1,1,29,,7200,7200.0
71,Quantitative Research Intern â€“ PhD Hire,"Susquehanna International Group, LLP, Quantitative Research",Bala Cynwyd,Academic Jobs Online,Full-time,0,0,0,"[0, 0]",1,1,4,,0,0.0
72,Quantitative Researcher,EXCH The NASDAQ Stock Market LLC,Atlanta,ZipRecruiter,Full-time,1,1,0,"[19200, 19200]",1,1,30,,19200,19200.0
73,"Analyst, Global Quantitative Research",Intercontinental Exchange,Atlanta,Diversity Jobs,Full-time,0,0,0,"[0, 0]",1,1,6,,0,0.0
74,Quantitative Research Analyst Internship,Stevens Capital Management,Villanova,Simplify Jobs,Internship,0,0,0,"[0, 0]",1,0,30,,0,0.0
75,"Quantitative Researcher, Intern",Aquatic Capital Management,London Mills,Adzuna,"Full-time, Contractor, and Internship",1,1,0,"[0, 0]",1,0,30,,0,0.0
76,Quantitative Researcher,Goliath Partners,Chicago,Goliath Partners,Full-time,1,0,3,"[650, 5760]",1,0,30,,650,5760.0
77,Senior Quantitative Researcher,Valkyrie Trading,Chicago,ZipRecruiter,Full-time,1,1,3,"[0, 0]",0,1,30,,0,0.0
78,Senior Quantitative Researcher (Remote),Panasonic North America,Anywhere • via LinkedIn,LinkedIn,Full-time,1,0,5,"[130000, 150000]",0,1,10,,130000,150000.0
79,Quantitative Sports Researcher – Graduate Hire,"Susquehanna International Group, LLP (SIG)",Bala Cynwyd,Susquehanna International Group,Full-time,0,0,0,"[0, 0]",0,1,1,,0,0.0
80,Quantitative Researcher - Summer 2025 Internship (USA),Trexquant Investment,Stamford,Jooble,Full-time and Internship,0,0,0,"[0, 0]",0,0,30,,0,0.0
81,Quantitative Researcher,DRW,Chicago,Greenhouse,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
82,Quantitative Researcher (Mid-Frequency),Selby Jennings,New York,Selby Jennings,Full-time,0,0,2,"[0, 0]",0,1,29,,0,0.0
83,Quant Research Associate Intern,MFS Investment Management,Boston,International Association Of Women (IAW),Contractor,0,0,0,"[0, 0]",0,1,30,,0,0.0
84,"Associate, Quantitative Researcher",BlackRock,Philadelphia,JobzMall,Full-time,0,0,0,"[90000, 155000]",0,1,30,,90000,155000.0
85,Sr. Quantitative Researcher,Selby Jennings,New York • via Jooble,Jooble,Full-time,0,0,2,"[0, 0]",0,1,30,,0,0.0
86,"Senior Quantitative Researcher, Equities",Quest Partners LLC,New York,ZipRecruiter,Full-time,1,0,0,"[200000, 260000]",0,1,30,,200000,260000.0
87,Summer 2025 Quantitative Research Internship,Bracebridge Capital,Boston,Indeed,Internship,0,0,0,"[0, 0]",1,1,26,,0,0.0
88,Equity Options Quantitative Researcher,Two Sigma,New York,LinkedIn,Full-time,1,1,3,"[165000, 325000]",1,1,7,,165000,325000.0
89,Senior Quantitative Researcher Equities,Stevens Capital Management LP,Wayne,Greenhouse,Full-time,1,1,5,"[150000, 300000]",1,1,30,,150000,300000.0
90,"Analyst, Capital Markets Research",Morningstar,Chicago,ZipRecruiter,Full-time,0,0,0,"[0, 0]",1,1,5,,0,0.0
91,Quantitative Risk Analyst,Quanta Search,New York,CATS,Full-time,0,0,5,"[0, 0]",0,1,30,,0,0.0
92,Quantitative Research Analyst,J.P. Morgan Chase & Co.,Plano,JobzMall,Full-time,0,0,0,"[65000, 120000]",0,1,30,,65000,120000.0
93,Quantitative Researcher - Leading Global Hedge Fund - Up to $300k base comp + bonus,Mondrian Alpha,New York,LinkedIn,Full-time,0,0,0,"[300, 300]",1,1,12,,300,300.0
94,Medical Researcher,Old Mission,Schiller Park,Jooble,Full-time,1,1,5,"[0, 0]",1,1,2,,0,0.0
95,Commodities Quantitative Researcher,Huxley,New York,LinkedIn,Full-time,0,0,0,[0],1,1,5,,0,
96,Quantitative Research Analyst,Tower Research,Charleston,Karkidi,Full-time,1,0,3,"[120000, 200000]",0,0,30,,120000,200000.0
97,Quantitative Researcher | Experienced Hire,"Susquehanna International Group, LLP (SIG)",Bala Cynwyd,Susquehanna International Group,Full-time,0,0,0,"[0, 0]",1,0,9,,0,0.0
98,Quantitative UX Researcher,Baylor Scott & White Health,Jackson,Baylor Scott & White Health Jobs,Full-time,1,0,4,"[0, 0]",1,0,23,,0,0.0
99,Quantitative Research Intern: Emerging Markets,Credit Agricole CIB,New York,Jooble,Internship,0,0,0,"[0, 0]",1,1,29,,0,0.0
100,"Analyst, Quantitative Research, Equities - Asset Management",Principal Financial Group,Seattle,LinkedIn,Full-time,0,0,3,"[86450, 147600]",0,1,4,,86450,147600.0
101,Quantitative Researcher Intern,Xantium,New York,ZipRecruiter,Full-time,0,0,0,"[10000, 15000]",0,1,30,,10000,15000.0
102,Quantitative Researcher,DRW,Chicago,Built In Chicago,Full-time,0,0,0,"[0, 0]",1,1,30,,0,0.0
103,Sr. Quantitative Survey Researcher,Gartner Careers,Irving,Gartner,Full-time,1,0,0,"[7200, 7200]",1,1,18,,7200,7200.0
104,Quantitative Researcher,Vanguard,Scottsdale,JobzMall,Full-time,0,0,0,"[85000, 150000]",1,1,30,,85000,150000.0
105,Research Analyst,Societe Generale,New York,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
106,Quantitative Researcher and Developer,Open Systems Technologies,New York,Open Systems Technologies,Full-time,0,0,3,"[200, 280]",0,0,30,,200,280.0
107,Quantitative Researcher,MSCI Inc.,Norman,LinkedIn,Full-time,1,0,0,"[0, 0]",0,0,5,,0,0.0
108,Quantitative Research - Global Clearing - Associate,JPMorgan Chase & Co,New York,ZipRecruiter,Full-time,1,1,0,"[0, 0]",0,0,1,,0,0.0
109,"Associate, Quantitative Researcher, Credit Systematic Market Making",The Goldman Sachs Group,New York,JobzMall,Full-time,0,0,0,"[90000, 150000]",0,0,30,,90000,150000.0
110,Global Quantitative Strategies | Quantitative Research Engineer,Citadel,Chicago,Citadel,Full-time,1,0,0,"[200000, 225000]",0,0,3,,200000,225000.0
111,Quantitative Sports Researcher,"Susquehanna International Group, LLP",Bala Cynwyd,Careers,Full-time,0,0,0,"[0, 0]",1,0,30,,0,0.0
112,Quantitative UX Researcher,Baylor Scott & White Health,Montpelier,Baylor Scott & White Health Jobs,Full-time,1,0,4,"[0, 0]",1,0,23,,0,0.0
113,Quantitative Analyst - CIO Office,Point72,New York,LinkedIn,Full-time,1,0,0,"[175000, 300000]",1,0,30,,175000,300000.0
114,Quantitative Research Analyst Internship,SCM,Radnor,ZipRecruiter,Internship,0,0,0,"[0, 0]",0,0,30,,0,0.0
115,Quantitative Researcher – 2025 PhD Graduate,Citadel Securities,Miami,Indeed,Full-time,1,0,0,"[225000, 300000]",0,0,30,,225000,300000.0
116,Quantitative Researcher - Early Career (USA),Trexquant Investment LP,Stamford,LinkedIn,Full-time,1,1,0,"[0, 0]",1,0,30,,0,0.0
117,"Senior Quantitative Researcher Futures - Jersey City, NJ",Stevens Capital Management LP,Jersey City,ZipRecruiter,Full-time,1,1,5,"[150000, 300000]",1,0,30,,150000,300000.0
118,"Associate, Quantitative Researcher",BlackRock,Boston,JobzMall,Full-time,0,0,0,"[113000, 150000]",1,0,30,,113000,150000.0
119,Sr. Quant Researcher - *Intraday Launch*,Non-Disclosed,New York,LinkedIn,Full-time,0,0,0,"[0, 0]",0,1,1,,0,0.0
120,Quantitative Research - Global Clearing - Vice President,JPMorgan Chase & Co,New York,ZipRecruiter,Full-time,1,1,0,"[0, 0]",0,1,5,,0,0.0
121,Quantitative Research - Options Electronic Trading,Chase Bank,Seattle,JobzMall,Full-time,0,0,0,"[150000, 300000]",1,1,30,,150000,300000.0
122,Quantitative Researcher,Nasdaq,Philadelphia,ZipRecruiter,Full-time,1,1,0,"[19200, 19200]",1,1,30,,19200,19200.0
123,Quant Researcher,Candidate Portal,New York,ZipRecruiter,Full-time,0,0,0,"[200, 200]",1,1,30,,200,200.0
124,Senior Quantitative Researcher - Systematic Credit,Algo Capital Group,Chicago,LinkedIn,Full-time,0,0,0,"[350, 650]",0,1,14,,350,650.0
125,Quantitative Analyst,American Century Investments,Santa Clara,LinkedIn,Full-time,0,0,0,"[259200, 316800]",1,1,3,,259200,316800.0
126,Quantitative Research Analyst,Charles Schwab,San Francisco,BrokerHunter,Full-time,1,1,5,"[0, 0]",1,1,16,,0,0.0
127,Quantitative Researcher,MSCI Inc.,Berkeley,Glassdoor,Full-time,1,0,0,"[149000, 194000]",1,1,5,,149000,194000.0
128,Quantitative Researcher,American Century Investments,Santa Clara,LinkedIn,Full-time,0,0,0,"[149000, 162000]",0,1,10,,149000,162000.0
129,Quantitative Researcher,MSCI Inc.,Berkeley,Indeed,Full-time,1,0,5,"[149000, 194000]",0,1,5,,149000,194000.0
130,Quantitative Research Associate,Stanford University,Stanford,Inside Higher Ed Careers,Full-time,1,0,2,"[800, 800]",0,0,30,,800,800.0
131,"Associate, Quantitative Researcher",BlackRock,Palo Alto,JobzMall,Full-time,0,0,0,"[120000, 160000]",1,1,30,,120000,160000.0
132,Associate Quantitative Analytics and Forecasting Director,Exelixis,Alameda,LinkedIn,Full-time,1,1,7,"[171000, 243000]",1,1,2,,171000,243000.0
133,"Lead Product Researcher, Quantitative",Snap Inc.,Palo Alto,Built In San Francisco,Full-time,1,0,6,"[143000, 252000]",1,1,2,,143000,252000.0
134,Quantitative Analyst (Staff / Sr Staff) - Power Markets,Equilibrium Energy,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,1,1,6,"[0, 0]",1,1,30,,0,0.0
135,Policy Analyst: Quantitative,Stanford University,Stanford,ZipRecruiter,Full-time,1,0,2,"[76000, 95000]",1,1,30,,76000,95000.0
136,Quantitative Researcher,MSCI,Berkeley,Msci,Full-time,1,0,0,"[144000, 187000]",1,0,21,,144000,187000.0
137,Quantitative Analyst,AVA ROAD,San Francisco,Indeed,Full-time,1,1,0,"[0, 0]",1,0,30,,0,0.0
138,Quantitative UX Research Manager,Meta,Menlo Park,Meta Careers,Full-time,0,0,0,"[0, 0]",1,1,30,,0,0.0
139,"Quantitative Marketing Analyst, Google, Search Marketing",Google,Mountain View,LinkedIn,Full-time,1,0,0,"[87000, 128000]",0,1,10,,87000,128000.0
140,Quantitative Researcher,Tanius Technology,Alamo,Adzuna,Full-time,0,0,0,"[0, 0]",0,1,30,,0,0.0
141,"Associate, Quantitative Researcher",BlackRock,San Francisco,JobzMall,Full-time,0,0,0,"[150000, 250000]",0,0,30,,150000,250000.0
142,Quantitative Researcher,"US Tech Solutions, Inc.",San Francisco,ZipRecruiter,Full-time,0,0,3,"[0, 0]",0,0,30,,0,0.0
143,Quant Analyst,"Software Guidance & Assistance, Inc. (SGA, Inc.)",San Jose,LinkedIn,Full-time,0,0,3,"[96000, 109440]",0,0,23,,96000,109440.0
144,Quantitative Trader,Protogon Research,Menlo Park,Glassdoor,Full-time,1,1,0,"[0, 0]",0,1,5,,0,0.0
145,Lead Quantitative Product Researcher,Snap Inc.,Palo Alto,Get.It,Full-time,1,0,6,"[0, 0]",1,1,12,,0,0.0
146,Senior Quantitative Developer - BQuant Research Platform,Bloomberg L.P.,San Francisco,Dice.com,Full-time,1,1,4,"[240, 240]",1,1,30,,240,240.0
147,"Staff Quantitative Product Researcher, Shopping",Pinterest,Anywhere • via Indeed,Indeed,Full-time,0,0,5,"[288000, 278]",1,0,30,,288000,278.0
148,"Analyst, Quantitative Data Operations",Fidelity Investments,San Francisco,JobzMall,Full-time,0,0,0,"[85000, 125000]",1,1,30,,85000,125000.0
149,Lead Quantitative Risk Analyst,Earnest,Anywhere • via LinkedIn,LinkedIn,Full-time,1,1,6,"[191000, 216000]",1,1,16,,191000,216000.0
150,data engineer - snowflake,InvestM Technology LLC,San Francisco,HiCounselor,Full-time,0,0,4,"[0, 0]",1,1,9,,0,0.0
151,"Lead Product Researcher, Quantitative",Snap Inc.,San Francisco,LinkedIn,Full-time,1,0,6,"[168000, 252000]",0,0,18,,168000,252000.0
152,Quantitative Researcher,US Tech Solutions,San Francisco,Jooble,Full-time,0,0,3,"[0, 0]",0,0,7,,0,0.0
153,Senior Quantitative Developer - BQuant Research Platform,Bloomberg,San Francisco,Indeed,Full-time,0,0,4,"[0, 0]",0,1,30,,0,0.0
154,Sr. Staff Quantitative Product Researcher,Pinterest,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,0,0,7,"[158950, 327000]",0,1,10,,158950,327000.0
155,Lead Quantitative Product Researcher,Snap Inc.,San Francisco,Get.It,Full-time,1,0,6,"[0, 0]",1,1,12,,0,0.0
156,"Senior Quantitative Researcher at Russell Tobin Menlo Park, CA",Russell Tobin,Menlo Park,Pocahontas County Assessor's Office,Full-time,1,1,5,"[153600, 176640]",1,1,2,,153600,176640.0
157,Lead Quantitative Analyst,Unreal Gigs,San Francisco,Jooble,Full-time,1,1,8,"[170000, 230000]",1,1,4,,170000,230000.0
158,"Director, Quant Research Platform Engineering (PL)",Jobs via eFinancialCareers,San Francisco,LinkedIn,Full-time,1,1,8,"[0, 0]",1,1,23,,0,0.0
159,Quantitative Researcher / Modeler,Moody’s Corporation,San Francisco,Karkidi,Full-time,0,0,0,"[120000, 190000]",1,1,30,,120000,190000.0
160,Graduate Quantitative Researcher,Optiver Us LLC,August,Zippia,Full-time,1,0,3,"[0, 0]",0,0,18,,0,0.0
161,Senior Quantitative User Researcher,Mozilla Corporation,Anywhere • via Karkidi,Karkidi,Full-time,0,0,0,"[126000, 246000]",0,1,30,,126000,246000.0
162,"Robinhood - Quantitative User Research Intern (2025), application via RippleMatch",RippleMatch Opportunities,Menlo Park,ZipRecruiter,Full-time,0,0,0,"[0, 0]",1,1,15,,0,0.0
163,Book Portfolio Manager,WorldQuant,San Francisco,LinkedIn,Full-time,1,1,2,"[150000, 200000]",1,1,20,,150000,200000.0
164,Quantitative Researcher,Aresfi,Incline Village,ZipRecruiter,Full-time,0,0,0,"[0, 0]",1,0,30,,0,0.0
165,User Research Data Analyst,Tik Tok,Mountain View,JobzMall,Full-time,0,0,0,"[87000, 122000]",1,0,30,,87000,122000.0
166,Quantitative UX Researcher,Baylor Scott & White Health,Carson City,Baylor Scott & White Health Jobs,Full-time,1,0,4,"[0, 0]",1,0,23,,0,0.0
167,Business Intelligence Analyst,Apple,Cupertino,Careers At Apple,Full-time,1,1,3,"[180128, 201300]",0,1,24,,180128,201300.0
168,"Business Intelligence/Data Analyst, Customer Success",Block,San Francisco,LinkedIn,Full-time,0,0,3,"[111700, 167500]",0,1,2,,111700,167500.0
169,Business Intelligence Analyst,InterSources,Fremont,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,1,30,,0,0.0
170,Finance Business Intelligence Analyst,NVIDIA,Santa Clara,LinkedIn,Full-time,1,0,8,"[0, 0]",0,1,5,,0,0.0
171,Business Intelligence Analyst,AC Transit,Oakland,LinkedIn,Full-time,1,1,0,"[0, 0]",0,1,6,,0,0.0
172,Business Intelligence Senior Analyst,City National Bank,San Francisco,City National Bank,Full-time,0,0,6,"[92114, 156880]",0,0,30,,92114,156880.0
173,Business Intelligence Analyst,SLAC National Accelerator Laboratory,Menlo Park,Indeed,Full-time,0,0,0,"[151680, 362880]",0,1,16,,151680,362880.0
174,Business Intelligence Analyst / Job Req 604260037,ALAMEDA ALLIANCE FOR HEALTH,Alameda,Glassdoor,Full-time,0,0,0,"[853, 303360]",0,1,30,,853,303360.0
175,Business Intelligence Analyst 3: 24-02026,Akraya Inc.,Santa Clara,Akraya,Contractor,0,0,5,"[115200, 124800]",0,0,30,,115200,124800.0
176,Data & Business Intelligence Analyst,Candidate Portal,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,1,1,7,"[94080, 111360]",0,0,17,,94080,111360.0
177,BI Analyst – Supply Chain,eShocan,Newark,LinkedIn,Full-time,0,0,5,"[0, 0]",0,0,16,,0,0.0
178,Business Intelligence Analyst,Stanford University,Stanford,Inside Higher Ed Careers,Full-time,0,0,0,"[0, 0]",0,0,30,,0,0.0
179,Business Intelligence Analyst,Wing,Palo Alto,SimplyHired,Contractor,0,0,0,"[0, 0]",0,0,10,,0,0.0
180,Business Intelligence Analyst,BayOne,Mountain View,Glassdoor,Full-time,0,0,5,"[0, 0]",0,0,29,,0,0.0
181,Growth Architect - Business Intelligence Analyst,GlacierGrid,San Francisco,ZipRecruiter,Full-time,0,0,3,"[158642, 158642]",0,1,2,,158642,158642.0
182,"Business Intelligence Analyst, Trust & Safety - USDS",TikTok,Mountain View,Indeed,Full-time,1,1,0,"[400, 339840]",0,1,30,,400,339840.0
183,Senior Business Intelligence Analyst,Playstation,San Mateo,ShowbizJobs,Full-time,0,0,0,"[0, 0]",1,1,13,,0,0.0
184,"Sr. Business Intelligence Analyst, eComm",Albertsons Companies,Pleasanton,Eofd.fa.us6.Oraclecloud.com,Full-time,1,1,2,"[92000, 119720]",1,0,23,,92000,119720.0
185,Business Intelligence Analyst / Job Req 604260037,ALAMEDA ALLIANCE FOR HEALTH,Alameda,Indeed,Contractor,0,0,0,"[7680, 303360]",1,0,30,,7680,303360.0
186,Business Intelligence Data Analyst,The Mom Project,Sunnyvale,LinkedIn,Full-time,1,1,2,"[0, 0]",1,1,9,,0,0.0
